Id, Artist, Type, Text
1, 張英才 (M/男), 0, 唔 使 爭 ， 唔 使 爭 呀喂 ！ 排隊 ， 排隊 ！ 大佬 ， 唔 好 擁 ！ 大把 位 ！ 係 囉 ！
2, 男 (M/男), 0, 企 埋 啲 ， 企 埋 啲 …… 買 飛 ， 買 飛 ！
3, 張英才 (M/男), 0, 對唔住 ， 對唔住 呀 ！
4, 男 (M/男), 0, 喂 ！ 老友 ！ 買 飛 ！ 哦哦 ！
5, 張英才 (M/男), 0, 等 陣 吖吓 ！
6, 女 (F/女), 0, 哎吔 ！ 撞鬼 你 咩 ？
7, 張英才 (M/男), 0, 對唔住 呀 ！ 一 毫子 ！
8, 男 (M/男), 0, 買 一 毫子 咋 ？ 吓 ？
9, 張英才 (M/男), 0, 唔 係 ！ 對唔住 ， 對唔住 呀 ！
10, 男 (M/男), 0, 你 噉樣 點 得 呀 ！ 企穩 啲 ！
11, 張英才 (M/男), 0, 對唔住 呀 ！ 大佬 ！ 你 估 我 想 㗎咩 ？ 架 車 轆 嚟 轆 去 吖嘛 ！ 我 明明 有 兩 毫子 ！
12, 男 (M/男), 0, 喂 ！ 如果 冇 就 買 住 一 毫子 先 喇 ！
13, 張英才 (M/男), 0, 咪 嘈 住 喇 ！ 誒 ， 好 喇 ！ 買 住 一 毫子 先 喇 ！
14, 男 (M/男), 0, 陣間 補飛 呀 吓 ！
15, 男 (M/男), 0, 分段 一 毫 坐 晒 ！
16, 男 (M/男), 0, 落車 呀 ， 喂 ！
17, 張英才 (M/男), 0, 咩話 ？ 我 正話 買 毫子 又 嗌 我 落車 喇 ？
18, 男 (M/男), 0, 啱啱 分段 吖嘛 ！
19, 張英才 (M/男), 0, 吓 ？
20, 男 (M/男), 0, 車 開 咗 嘞 ， 老友記 ！ 唔該 你 畀 多 一 毫子 飛 吖 ！
21, 張英才 (M/男), 0, 吓 ？ 喺 邊 呢 ， 啲 毫子 ， 我 明明 有 兩 毫子 㗎 ！ 死 嘞 ！
22, 男 (M/男), 0, 喂 ！ 有冇 㗎 ？ 補 毫子 飛 呀 ！
23, 張英才 (M/男), 0, 呀 ？ 冇 飛 我 落車 呀 ！
24, 男 (M/男), 0, 落車 你 都 要 補 飛 呀 ！ 過 咗 分段 吖嘛 ！
25, 張英才 (M/男), 0, 噉 呀 ？ 噉 就 ， 死 嘞 ！
26, 男 (M/男), 0, 喂 ！ 有冇 㗎 ？ 如果 冇 就要 返 總站 至 講 嘞 ！
27, 張英才 (M/男), 0, 咩話 ？ 咁 大件事 呀 ？ 呀 ？
28, 男 (M/男), 0, 哦 ！ 陣間 我 要 交 數 㗎噃 ！
29, 張英才 (M/男), 0, 兩 毫子 ， 喺 邊 呢 ？
30, 南紅 (F/女), 0, 等 我 同 呢 位 先生 ， 畀 一 毫子 飛 喇 ！
31, 男 (M/男), 0, 算 你 好彩 ！
32, 南紅 (F/女), 0, 呀 ！ 唔該 你 ， 有 站 落車 ！
33, 男 (M/男), 0, 有 站 慢 ！
34, 張英才 (M/男), 0, 小姐 呀 ？ 多謝 晒喎 ！
35, 不明 (X/不明), 0, 睇 住 㗎 ！
36, 鄭君綿 (M/男), 0, 下 一 筆 …… 呀 ！ 得 咗 ！ 嘩 ！ 呢 筆 正 嘞 ！ 再 加 一 筆 喺 邊道 好 呢 ？
37, 林彬 (M/男), 0, 嘩 ， 我 呢 次 死梗 嘞 ， 死梗 嘞 ， 死 嘞 ……
38, 鄭君綿 (M/男), 0, 為 咩 得 㗎 ？ 講 得 㗎 ！ 咩 事 吖 ？
39, 林彬 (M/男), 0, 都 話 嘞 ！ 我 而家 寫 好 咗 首 新詩 ， 吖 ！ 呢 首 詩 我 就 全 世界 都 冇 嘅 ！ 我 如果 將 佢 一 發表 出 嚟 ， 就 蝕 晒 天地 嘅 靈氣 ， 嗰陣時 我 起碼 短命 十 年 呀 ！
40, 鄭君綿 (M/男), 0, 哎 ！ 李泰克 ， 唔該 你 呀 ！ 你 估 你 梗 有 十 年 命 㗎 ？ 而家 呀 ， 我哋 個 袋 呀 ， 斗令 都 冇 嘞 ！ 都 唔 知 捱 唔 捱 得 到 聽朝 ！ 你 重 講 到 咁 長遠 ！
41, 林彬 (M/男), 0, 吖 ！ 你 呢 個 人 呢 ， 同 你 做 朋友 就 真係 一啲 趣味 都 冇 㗎喎 ！ 人哋 最 高興 嘅 時候 呢 ， 你 梗係 潑 人 冷水 嘅 ！
42, 林彬 (M/男), 0, 你 畀 次 咁 多 㬺 我 高興 下 得 唔 得 㗎啫 ？ 冇 解 嘅 ， 真係 ！
43, 鄭君綿 (M/男), 0, 好 嘞 …… 我 怕 咗 你 嘞 ！ 吓 ！ 你 首 詩 叫做 咩 名 ？ 點 巴閉 法 ， 你 講 吖 ！
44, 林彬 (M/男), 0, 嗱 ！ 噉 你 聽 住 嘞喎 ！ 吓 ！
45, 鄭君綿 (M/男), 0, 講 喇 ！
46, 林彬 (M/男), 0, 嗱 ！ 我 呢 首 詩 個 名 ， 叫做 花花花 ！ 好 到 冇得頂 ！ 嗱 ！ 你 聽 住 呀吓 ！
47, 林彬 (M/男), 0, 花花花 ， 天上 有 花
48, 鄭君綿 (M/男), 0, 哎 ！ 唔 通 ， 唔 通 ！
49, 林彬 (M/男), 0, 點樣 唔 通 ， 又 ， 呀 ？
50, 鄭君綿 (M/男), 0, 我 話 你 都 懵 嘅 ！ 天上 就 點 會 有 花 呀 ？
51, 林彬 (M/男), 0, 我 話 你 都 死 嘅 ！ 開講 都 話 天花 、 天花 吖嘛 ！ 細路哥 出痘 咪 天花 囉 ！ 點解 天上 冇 花 呀 ？
52, 鄭君綿 (M/男), 0, 哦 ！ 原來 你 噉樣 講 ， 當 天上 有 花 ！
53, 林彬 (M/男), 0, 梗係 喇 ！ 嗱 ！ 你 唔 好 嘈 添 呀 ！ 你 靜靜 聽 埋 落去 吖 ！ 聽 埋 落去 就 好 嘞 ！
54, 林彬 (M/男), 0, 花花花 ， 天上 有 花 ！ 地上 有 花 ， 心中 有 花 ！
55, 鄭君綿 (M/男), 0, 誒 ， 唔 通 ， 唔 通 ！
56, 林彬 (M/男), 0, 吖 ， 喂 …… 唔 好 又 試 嚟 拃亂詩柄 喎 ！ 呀 ！
57, 鄭君綿 (M/男), 0, 喂 …… 噉 你 唔 通 呀 ， 就 梗 要 駁 你 㗎嘛 ！
58, 林彬 (M/男), 0, 咩 唔 通 呀 ？
59, 鄭君綿 (M/男), 0, 呀 ， 地上 有 花 呢 ， 都 重 啱 ！ 心中 就 怎 會 有 花 呢 ？
60, 林彬 (M/男), 0, 吖 ！ 話 咗 你 讀 得 書 少 就 讀 得 書 少 ！ 開講 都 有 話 心花怒放 ， 心花怒放 吖 ！
61, 林彬 (M/男), 0, 如果 心裡 冇 花 ， 點 得 嚟 放 呀 ？ 你 唔 好 再 嘈 呀 ！ 再 嘈 我 打 你 都 有份 呀 ！ 聽 住 喇 ！
62, 林彬 (M/男), 0, 花花花 ， 天上 有 花 ， 地下 有 花 ， 心中 有 花 ， 妹妹 呀 ， 你 是 我 的 花 ！ 我 是 你 的 花 ， 我 見 了 你 頭暈眼花 ！
63, 鄭君綿 (M/男), 0, 喂 …… 冇 朋友 做 都 係 噉 話 嘞 ！ 唔該 你 唔 好 再 唸 落去 嘞 ！ 如果 唔 係 呀 ， 我 隔 幾 夜 嘅 飯 都 嘔 晒 出 嚟 呀 ！
64, 鄭君綿 (M/男), 0, 哎 ， 好 嘞 好 嘞 ， 唔 好 講 咁 多 嘞 ！ 有冇 強 呀 ？ 整 口 嚟 ！
65, 林彬 (M/男), 0, 冇 嘞 ！
66, 鄭君綿 (M/男), 0, 吖 ， 你 尋晚 咪 有 幾 口 煙頭 嘅 2
67, 林彬 (M/男), 0, 誒 ， 我 開 通宵 寫 嗰 首 詩 嗰陣時 咪 食 埋 喇 ！
68, 鄭君綿 (M/男), 0, 你 個人 都 幾 自私 㗎噃 ！
69, 林彬 (M/男), 0, 得 咗 ！ 阿繩 返 嚟 ， 實 有 煙仔 食 ！
70, 林彬 (M/男), 0, 繩 ！
71, 林彬 (M/男), 0, 發哥 ， 你 呀 ？ 有 咩 事 呀 ？
72, 男 (M/男), 0, 冇 咩 事 啫 ！ 老細 又 係 嚟 叫 我 嚟 收 你哋 啲 麵包 、 牛奶 、 咖啡 、 煙仔 遠年 舊數 ！
73, 林彬 (M/男), 0, 收數 呀嘛 ？
74, 男 (M/男), 0, 係 呀 ……
75, 林彬 (M/男), 0, 好閒 啫 ！ 幾 多 錢 吖 ？ 吓 ？
76, 男 (M/男), 0, 誒 …… 九十二 個 八 ！
77, 林彬 (M/男), 0, 九十二 個 八 咁 濕碎 ， 不如 噉 咧 ！
78, 林彬 (M/男), 0, 你 攞 咗 七 個 二 人 錢 煙仔 、 麵包 嚟 ， 噉 就 夾夠 一百文 大數 ， 你 兩 三 個 月 後 再 嚟 收 好 嘛 ？ 吓 ？ 係 噉 喇 ！
79, 男 (M/男), 0, 咩話 你 話 ？ 吓 ？ 我 嚟 收 咗 七十 幾 次 ， 你 都 係 噉 講 ！ 你 點 我 ， 你 死 喇 ！
80, 鄭君綿 (M/男), 0, 你 千祈 唔 好 誤會 ！ 佢 就 餓 到 頭暈眼花 ， 亂 講 說話 㗎啫 ！ 我哋 唔 係 噉 嘅 意思 嘅 …… ！
81, 林彬 (M/男), 0, 唔 係 ！
82, 鄭君綿 (M/男), 0, 吖 ！ 阿發哥 ！ 我 今日 先至 見 到 你 嘅 相 呀 ， 原來 呢 ， 係 非同小可 嘅 ！
83, 男 (M/男), 0, 咩話 ？ 我 個 相 ， 好 非同小可 ？
84, 鄭君綿 (M/男), 0, 係 嘞 ……
85, 男 (M/男), 0, 你 懂 睇相 ？
86, 鄭君綿 (M/男), 0, 會 …… 唔啱 噉 咧 ， 我我我 贈 你 兩 句 咧 ！
87, 男 (M/男), 0, 好 呃 ！
88, 鄭君綿 (M/男), 0, 哎 ！ 請 過 嚟 ！ 坐低 先 ， 吓 ！ 贈 你 兩 句 ！
