Id, Artist, Type, Text
1, 白雪仙 (F/女), 0, 點 呢 ？ 李 醫生 ？
2, 姜中平 (M/男), 0, 阿劍雲 嗰 對 眼 呢 ， 一定 要 好好哋 調養 下 先 得 ！
3, 姜中平 (M/男), 0, 我 相信 佢 平日 因為 太過 勞神 嘞 ！ 先至 會 刺激 雙眼 噉 樣 嘅啫 ！
4, 白雪仙 (F/女), 0, 李 醫生 ， 噉 點樣 補救 呢 ？
5, 姜中平 (M/男), 0, 除 咗 醫藥 上 幫助 之外 ， 最好 有 一 笪 安靜 嘅 地方 ， 鋌 佢 好好 哋 休養 得 幾 個 月 ， 就 唔 理 其他 嘅 事 ， 噉 佢 雙眼 呢 就 漸漸 會 好 返 㗎嘞 ！
6, 江一帆 (M/男), 0, 誒 ～ 點 得 㗎 ， 漢笙 ， 我 啲 事務 咁 多 嘅 ， 噉 點 能夠 去 休養 呢 ？
7, 白雪仙 (F/女), 0, 唏 ！ 雲哥 ！ 你 啲 事務 可以 交 畀 阿少青 代 你 打理 咪 得 囉 ！
8, 江一帆 (M/男), 0, 畀 阿少青 ？ 唏 ！ 唔 得 㗎 ！ 呢 啲 事務 我 要 自己 親力親為 先至 得 㗎 ！ 如果 我 唔 喺道 ， 噉 我 點 放心 呢 ？
9, 白雪仙 (F/女), 0, 雖然 係 啫 ， 但 你 而家 噉 嘅 情形 ， 又 點 到 你 親力親為 呢 ？
10, 白雪仙 (F/女), 0, 如果 你 唔 離開 呢道 去 休養 ， 你 嘅 精神 一 日 都 唔 得 安靜 ， 噉 你 對 眼 又 點 會 好 返 呢 ？
11, 姜中平 (M/男), 0, 係 囉 ！ 劍雲 ， 一 個 人 呢 ， 最 緊要 對 眼 ， 若 果 冇 咗 對 眼 ， 又 點樣 能夠 做事 呢 ？
12, 姜中平 (M/男), 0, 你 一於 搬 去 我 嗰道 ， 我 就 畀 間 別墅 你 住 ， 噉 我 就 時時 可以 接近 你 ， 噉 咪 重 方便 ？
13, 白碧 (F/女), 0, 阿哥 ！ 你 聽 阿嫂 同埋 李 醫生 佢哋 話 喇 ！
14, 江一帆 (M/男), 0, 好 喇 ！ 你哋 個個 都 話 贊成 去 囉 ， 咪 去 囉 ！
15, 姜中平 (M/男), 0, 係 囉 ！ 誒 噉 我 而家 返 過去 先 ， 聽日 呢 你 同 阿嫂 搭 車 嚟 ， 我 接 你哋 車 喇 ！
16, 江一帆 (M/男), 0, 哦 ～ 好 ……
17, 白雪仙 (F/女), 0, 好 ……
18, 姜中平 (M/男), 0, 誒 ～ 我 同 你 敷 啲 藥 先 喇吓 ！
19, 江一帆 (M/男), 0, 哦 ！
20, 胡楓 (M/男), 0, 豔虹 ， 你 阿嫂 呢 ？
21, 白碧 (F/女), 0, 阿嫂 喺 樓上 執 行李 ， 佢 就 落 嚟 㗎嘞 ！ 青哥 呀 ？ 你 去 唔 去 新安市 呀 ？
22, 胡楓 (M/男), 0, 噉 我 點 得閒 呢 ？ 你 阿哥 去 咗 ， 寫字樓 嘅 事務 ， 冚辦爛 要 我 打理 㗎 ！
23, 白碧 (F/女), 0, 噉 你 唔 會 交低 畀 第 二 個 做 咩 ？
24, 胡楓 (M/男), 0, 事務 嘅 嘢 ， 點 交得 畀 人 做 呢 ？
25, 白碧 (F/女), 0, 阿哥 都 交 得 畀 你 嘞 ！ 點解 你 會 交 得 畀 第 二 個 啫 ？
26, 胡楓 (M/男), 0, 哈 ！ 我 話 你 細路哥 ， 真係 細路哥 呀 ！
27, 白雪仙 (F/女), 0, 嗱 ！ 落 嘞 ！ 好聲 呀 ！
28, 胡楓 (M/男), 0, 蘇 太 ！ 蘇 先生 ！
29, 白雪仙 (F/女), 0, 少青 ！
30, 江一帆 (M/男), 0, 呵 ！ 少青 ， 你 嚟 咗 呀 ？
31, 胡楓 (M/男), 0, 係 呀 ！ 我 一心 嚟 送 你 車 㗎 ！
32, 江一帆 (M/男), 0, 唏 ！ 唔 使 你 送 嘞 ！ 你 返 去 寫字樓 喇 ！ 如果 唔 係 一間 有 人 嚟 搵 你 ， 唔 見 你 添 ！
33, 白雪仙 (F/女), 0, 係 囉 ！ 使 乜 送 車 吖 ！ 你 都 係 返 寫字樓 先 喇 ！
34, 胡楓 (M/男), 0, 好 喇 好 喇 ！
35, 胡楓 (M/男), 0, 阿蘇 先生 ！ 我 恭祝 你 早日 恢復 光明 ！
36, 江一帆 (M/男), 0, 多謝 多謝 ！ 係 呢 少青 ， 我 呢 次 去 新安市 ， 我 都 唔 知 幾時 先 可以 返 得 嚟 ！ 寫字樓 嘅 事 ， 你 同 我 小心 啲 打理 喇吓 ！
37, 胡楓 (M/男), 0, 蘇 先生 ！ 你 以往 噉 栽培 我 ， 而家 我 對於 寫字樓 嘅 事務 ， 我 一定 盡心盡力 去 做 嘅 ！ 請 你 放心 去 休養 喇 ！
38, 江一帆 (M/男), 0, 以往 你 喺 我 道 做事 ， 都 好 盡責 ！ 我 都 好 放心 ！ 不過 如果 你 有 咩 難題 ， 自己 唔 明白 嘅 ， 你 可以 打 電報 畀 我 呃 ！
39, 胡楓 (M/男), 0, 好 喇 …… 我 走 嘞 ！ 蘇 先生 ！
40, 江一帆 (M/男), 0, 哦 ！ 好好 ！
41, 胡楓 (M/男), 0, 唔 送 嘞 ！ 蘇太 ！
42, 白雪仙 (F/女), 0, 有心 嘞 ！ 少青 ！
43, 胡楓 (M/男), 0, 再見 ！
44, 白雪仙 (F/女), 0, 再見 ！
45, 白碧 (F/女), 0, 青哥 ！
46, 胡楓 (M/男), 0, 咩 事 呀 ？
47, 白碧 (F/女), 0, 哦 ！ 噉 你 唔 使 同 我 拜拜 㗎喇 ！
48, 胡楓 (M/男), 0, 哈 ！ 話 你 細路哥 真係 細路哥 ！ 拜拜 ！
49, 女 (F/女), 0, 大姑奶 ！
50, 馬笑英 (F/女), 0, 吓 ？
51, 胡楓 (M/男), 0, 張 太 ！
52, 白雪仙 (F/女), 0, 哦 ！ 大姑奶 嚟 嘞 ！
53, 白碧 (F/女), 0, 家姐 ！
54, 白雪仙 (F/女), 0, 大姑奶 ！
55, 馬笑英 (F/女), 0, 劍雲 呀 ！
56, 江一帆 (M/男), 0, 吓 ！ 家姐 ！
57, 馬笑英 (F/女), 0, 我 呢 次 本來 同埋 你 去 嘅 ！ 啱啱先 你 個 姐夫 就 有 病 ！ 真係 論盡 嘞 ！
58, 江一帆 (M/男), 0, 唏 ！ 唔 使 你 去 嘞 ， 家姐 ！ 我 而家 有 阿霞 同 阿虹 陪 我 去 嘞 ！ 噉 就 使乜 你 去 呢 ？ 如果 你 得閒 嘅 ， 你 打理 下 我哋 啲 家頭細務 罷喇 ！
59, 馬笑英 (F/女), 0, 噉 你 放心 喇 ！ 我 梗 嚟 嘅 …… 不過 你 自己 至 緊要 保重 下 隻 眼 至 得 呀 ！ 如果 盲 咗 對 眼 呀 ？ 都 唔 知 點算 嘞 ！
60, 白雪仙 (F/女), 0, 唔 緊要 嘅 …… ， 大姑奶 ， 阿李 醫生 都 話 過 ， 休養 下 就 冇 乜事 㗎嘞 ！
61, 馬笑英 (F/女), 0, 阿虹 呀 ！ 你 要 畀 心機 服侍 阿哥 至 好 呀 ！ 你 話 晒 都 係 自己 骨肉 呀 ！
62, 白碧 (F/女), 0, 得 嘞 ！ 家姐 ！ 你 慌 阿嫂 唔 會 服侍 阿哥 咩 ？ 使乜 你 咁 擔心 啫 ？
63, 男 (M/男), 0, 阿蘇 太 ， 車飛 買 到 嘞喎 ！ 去 未 呀 ？
64, 白雪仙 (F/女), 0, 哦 ！ 好 ！ 我哋 去 咧 ！
65, 江一帆 (M/男), 0, 呵 ， 好 ！
66, 白雪仙 (F/女), 0, 李 醫生 ！ 你 間 別墅 真係 華麗 嘞 ！
67, 姜中平 (M/男), 0, 呢道 空氣 唔 錯 㗎 ！ 阿嫂 呀 ， 你 扶 阿劍雲 過 嗰便 坐 下 先 喇 ！
68, 白雪仙 (F/女), 0, 好 ……
69, 江一帆 (M/男), 0, 阿漢笙 呀 ？
70, 姜中平 (M/男), 0, 吓 ？
71, 江一帆 (M/男), 0, 雖然 我 雙眼 就 睇 唔 到 ， 但係 我 覺得 呢道 ， 一定 好 幽靜 ， 好 美麗 嘅 ！
72, 白雪仙 (F/女), 0, 係 呀 ！ 雲哥 呀 ， 呢 間 別墅 好 大 添呀 ！
73, 女 (F/女), 0, 飲茶 吖 ！ 蘇生 ！ 蘇太 ！
74, 江一帆 (M/男), 0, 哦 ！ 唔該 你 ！
75, 白雪仙 (F/女), 0, 唔該 ！
76, 女 (F/女), 0, 醫生
77, 姜中平 (M/男), 0, 飲茶 吖 ， 劍雲 ！ 飲茶 吖 ， 阿嫂 ！
78, 女 (F/女), 0, 飲茶 吖 ！ 小姐 ！
79, 白碧 (F/女), 0, 呀 ！ 唔該 ！
80, 白碧 (F/女), 0, 阿哥 呀 ……
81, 江一帆 (M/男), 0, 吓 ？
82, 白碧 (F/女), 0, 呢道 啲 地方 好好 嘅啫 ！ 我 相信 你 喺 道 住 呀 ， 你 對 眼 一定 會 好 快趣 好 㗎嘞 ！
83, 姜中平 (M/男), 0, 呀 ！ 係 呢 ！ 艷虹 ， 由 呢道 行 過去 嗰道 重有 一 個 花園 添㗎 ！
84, 白碧 (F/女), 0, 係 咩 ， 李 醫生 ？
85, 姜中平 (M/男), 0, 阿… … 劍雲 呀 ， 呢道 樓上 樓下 都 有 房 㗎 ！ 你 歡喜 咪 住下 鑼
86, 白雪仙 (F/女), 0, 雲哥 呀 。
