Id, Artist, Type, Text
1, 文蘭 (F/女), 0, 大衛 呀 ？
2, 呂奇 (M/男), 0, 小姐 ， 請問 你 人事科 嘅 馬 部長 喺道 嘛 ？
3, 女 (F/女), 0, 哦 ！ 喺道 ！
4, 女 (F/女), 0, 馬 部長 ！
5, 男 (M/男), 0, 咩 事 呀 ？
6, 呂奇 (M/男), 0, 呵 ！ 馬 部長 ！ 我 係 劉大衛 ！
7, 男 (M/男), 0, 嗯 ……
8, 呂奇 (M/男), 0, 呢 封 係 陳 董事長 嘅 介紹信 ！
9, 男 (M/男), 0, 呀 ！
10, 呂奇 (M/男), 0, 哦 ！ 你 係 嚟 做 接線生 㗎 係 唔 係 呀 ？
11, 男 (M/男), 0, 係 呀 係 呀 ！
12, 呂奇 (M/男), 0, 請 跟 我 嚟 喇 ！
13, 男 (M/男), 0, 好 呀 ！
14, 男 (M/男), 0, 唔該 ！
15, 女 (F/女), 0, 唔 使 ！
16, 男 (M/男), 0, 呢 一 個 係 接線室 ！ 呢 兩 位 呢 係 你 嘅 伙計 ， 莫倚福 同埋 陳仁 ！
17, 呂奇 (M/男), 0, 莫 生 ！
18, 男 (M/男), 0, 你 暫時 喺道 當 住 夜班 先 ！ 將來 我 會 將 班次 調整 過 嘅 ！ 我 而家 出 去 先 ， 如果 你 有 咩 唔 明 ， 問 佢 兩 位 得 㗎嘞 ！
19, 呂奇 (M/男), 0, 好 呀 好 呀 ！
20, 呂奇 (M/男), 0, 唔該 呀 ， 部長 ！
21, 張清 (M/男), 0, 呀 ， 老友 ！ 我 而家 代表 本 電話房 所有 嘅 人 ， 計埋 我 總共 兩 個 ， 嚟 到 歡迎 閣下 ！
22, 呂奇 (M/男), 0, 多謝 多謝 ！
23, 張清 (M/男), 0, 閣下 貴 姓 呀 ？
24, 呂奇 (M/男), 0, 劉大衛 ！
25, 張清 (M/男), 0, 哦 ！ 劉生 ！ 劉生 ！
26, 張清 (M/男), 0, 誒 …… 我 而家 重新 自我 介紹 一下 ！
27, 呂奇 (M/男), 0, 好 呃 ！
28, 張清 (M/男), 0, 誒 …… 我 老豆 改 我 個 名 叫做 莫倚福 ！ 但係 我 鍾意 調轉 頭 嚟 讀 ， 福爾莫 ！ 同 福爾摩斯 爭 一 個 字 㗎啫 ！
29, 張清 (M/男), 0, 我 最 鍾意 理 人 閒事 嘅 ！ 以後 有 咩 奇難雜症 ， 最 緊要 嚟 搵 我 ！ 吓 ？
30, 万靈 (M/男), 0, 喂 ！ 帝后酒店 ！ 吓 ？ 哦 ～ 搵 大衛 先生 呀 ？ 好 ， 唔該 你 等陣 吓 ！
31, 万靈 (M/男), 0, 阿… … 劉 生 呀 ？
32, 呂奇 (M/男), 0, 吓 ？
